team,player,event_type,reason,start_date,end_date,days,url
Hull City,Michael Dawson,injury,Knee injury,2016-07-20,2016-10-20,93 days,https://www.transfermarkt.co.uk/michael-dawson/profil/spieler/9988
Hull City,Alex Bruce,injury,Achilles tendon surgery,2016-07-11,2017-02-01,206 days,https://www.transfermarkt.co.uk/alex-bruce/profil/spieler/37957
Hull City,Harvey Rodgers,none,,,,,https://www.transfermarkt.co.uk/harvey-rodgers/profil/spieler/459873
Hull City,Andrew Robertson,injury,Calf strain,2016-10-15,2016-11-26,43 days,https://www.transfermarkt.co.uk/andrew-robertson/profil/spieler/234803
Hull City,Josh Tymon,none,,,,,https://www.transfermarkt.co.uk/josh-tymon/profil/spieler/419929
Hull City,Omar Elabdellaoui,injury,Fitness,2016-09-05,2016-10-17,43 days,https://www.transfermarkt.co.uk/omar-elabdellaoui/profil/spieler/121404
Hull City,Omar Elabdellaoui,injury,Ankle injury,2016-05-04,2016-09-04,124 days,https://www.transfermarkt.co.uk/omar-elabdellaoui/profil/spieler/121404
Hull City,Moses Odubajo,injury,Knee injury,2016-07-15,2018-09-21,799 days,https://www.transfermarkt.co.uk/moses-odubajo/profil/spieler/163738
Hull City,Ahmed El Mohamady,suspension,Called up to national team,2017-01-03,2017-02-05,34 days,https://www.transfermarkt.co.uk/ahmed-el-mohamady/profil/spieler/66333
Hull City,Ahmed El Mohamady,suspension,Red card suspension,2016-09-25,2016-10-02,8 days,https://www.transfermarkt.co.uk/ahmed-el-mohamady/profil/spieler/66333
Hull City,Brian Lenihan,none,,,,,https://www.transfermarkt.co.uk/brian-lenihan/profil/spieler/241916
Hull City,Josh Clackstone,none,,,,,https://www.transfermarkt.co.uk/josh-clackstone/profil/spieler/453306
Hull City,Jake Livermore,none,,,,,https://www.transfermarkt.co.uk/jake-livermore/profil/spieler/61832
Hull City,Alfred N'Diaye,none,,,,,https://www.transfermarkt.co.uk/alfred-ndiaye/profil/spieler/77737
Hull City,Tom Huddlestone,suspension,Red card suspension,2017-03-19,2017-04-09,22 days,https://www.transfermarkt.co.uk/tom-huddlestone/profil/spieler/13465
Hull City,Ryan Mason,injury,Skull fracture,2017-01-22,2018-02-13,388 days,https://www.transfermarkt.co.uk/ryan-mason/profil/spieler/61834
Hull City,Sam Clucas,suspension,Red card suspension,2017-02-12,2017-02-26,15 days,https://www.transfermarkt.co.uk/sam-clucas/profil/spieler/122223
Hull City,David Meyler,none,,,,,https://www.transfermarkt.co.uk/david-meyler/profil/spieler/68183
Hull City,James Weir,none,,,,,https://www.transfermarkt.co.uk/james-weir/profil/spieler/251058
Hull City,Daniel Batty,none,,,,,https://www.transfermarkt.co.uk/daniel-batty/profil/spieler/509268
Hull City,Evandro,none,,,,,https://www.transfermarkt.co.uk/evandro/profil/spieler/53359
Hull City,Shaun Maloney,injury,Back injury,2016-11-04,2016-12-09,36 days,https://www.transfermarkt.co.uk/shaun-maloney/profil/spieler/9508
Hull City,Greg Olley,none,,,,,https://www.transfermarkt.co.uk/greg-olley/profil/spieler/257533
Hull City,Kamil Grosicki,injury,Back problems,2016-12-12,2016-12-15,4 days,https://www.transfermarkt.co.uk/kamil-grosicki/profil/spieler/37920
Hull City,Kamil Grosicki,injury,cold,2016-11-21,2016-11-28,8 days,https://www.transfermarkt.co.uk/kamil-grosicki/profil/spieler/37920
Hull City,Kamil Grosicki,injury,muscular problems,2016-08-21,2016-09-19,30 days,https://www.transfermarkt.co.uk/kamil-grosicki/profil/spieler/37920
Hull City,Ben Hinchliffe,none,,,,,https://www.transfermarkt.co.uk/ben-hinchliffe/profil/spieler/457129
Hull City,Lazar Markovic,injury,Ankle injury,2017-05-06,2017-07-05,61 days,https://www.transfermarkt.co.uk/lazar-markovic/profil/spieler/144303
Hull City,Lazar Markovic,injury,Knock,2016-12-08,2016-12-20,13 days,https://www.transfermarkt.co.uk/lazar-markovic/profil/spieler/144303
Hull City,Robert Snodgrass,injury,Muscle injury,2017-01-19,2017-01-27,9 days,https://www.transfermarkt.co.uk/robert-snodgrass/profil/spieler/22614
Hull City,Robert Snodgrass,injury,Ankle injury,2016-10-22,2016-11-10,20 days,https://www.transfermarkt.co.uk/robert-snodgrass/profil/spieler/22614
Hull City,Jarrod Bowen,none,,,,,https://www.transfermarkt.co.uk/jarrod-bowen/profil/spieler/314875
Hull City,Oumar Niasse,none,,,,,https://www.transfermarkt.co.uk/oumar-niasse/profil/spieler/209781
Hull City,Abel Hernández,injury,Foot injury,2017-05-10,2017-05-31,22 days,https://www.transfermarkt.co.uk/abel-hernandez/profil/spieler/76608
Hull City,Abel Hernández,injury,Hamstring injury,2017-02-04,2017-02-25,22 days,https://www.transfermarkt.co.uk/abel-hernandez/profil/spieler/76608
Hull City,Abel Hernández,injury,Adductor injury,2016-11-07,2017-01-02,57 days,https://www.transfermarkt.co.uk/abel-hernandez/profil/spieler/76608
Hull City,Dieumerci Mbokani,injury,Hamstring injury,2017-02-27,2017-06-29,123 days,https://www.transfermarkt.co.uk/dieumerci-mbokani/profil/spieler/44624
Hull City,Dieumerci Mbokani,injury,Hamstring injury,2016-10-10,2016-11-03,25 days,https://www.transfermarkt.co.uk/dieumerci-mbokani/profil/spieler/44624
Hull City,Dieumerci Mbokani,suspension,Called up to national team,2017-01-03,2017-01-30,28 days,https://www.transfermarkt.co.uk/dieumerci-mbokani/profil/spieler/44624
Hull City,Will Keane,injury,Cruciate ligament injury,2016-11-06,2018-01-19,440 days,https://www.transfermarkt.co.uk/will-keane/profil/spieler/118535
Hull City,Will Keane,injury,Groin injury,2016-02-22,2016-09-09,201 days,https://www.transfermarkt.co.uk/will-keane/profil/spieler/118535
Hull City,Adama Diomande,suspension,Suspension through sports court,2016-10-28,2016-11-20,24 days,https://www.transfermarkt.co.uk/adama-diomande/profil/spieler/93145
Hull City,Greg Luer,injury,Knee injury,2016-08-23,2017-08-24,367 days,https://www.transfermarkt.co.uk/greg-luer/profil/spieler/356195
Hull City,Johan Ter Horst,none,,,,,https://www.transfermarkt.co.uk/johan-ter-horst/profil/spieler/318224
Sunderland AFC,Jordan Pickford,injury,Knee injury,2016-12-26,2017-02-27,64 days,https://www.transfermarkt.co.uk/jordan-pickford/profil/spieler/130164
Sunderland AFC,Vito Mannone,injury,Elbow injury,2016-08-23,2016-11-18,88 days,https://www.transfermarkt.co.uk/vito-mannone/profil/spieler/33781
Sunderland AFC,Mika,none,,,,,https://www.transfermarkt.co.uk/mika/profil/spieler/138285
Sunderland AFC,Maksymilian Stryjek,none,,,,,https://www.transfermarkt.co.uk/maksymilian-stryjek/profil/spieler/240457
Sunderland AFC,Lamine Koné,suspension,Called up to national team,2017-01-03,2017-01-25,23 days,https://www.transfermarkt.co.uk/lamine-kone/profil/spieler/57420
Sunderland AFC,Papy Djilobodji,suspension,Suspension through sports court,2017-01-27,2017-02-26,31 days,https://www.transfermarkt.co.uk/papy-djilobodji/profil/spieler/136610
Sunderland AFC,Papy Djilobodji,suspension,Indirect card suspension,2016-11-20,2016-11-27,8 days,https://www.transfermarkt.co.uk/papy-djilobodji/profil/spieler/136610
Sunderland AFC,Jack Rodwell,injury,Calf strain,2017-04-28,2017-05-05,8 days,https://www.transfermarkt.co.uk/jack-rodwell/profil/spieler/57079
Sunderland AFC,Jack Rodwell,injury,Hamstring injury,2016-11-03,2016-12-31,59 days,https://www.transfermarkt.co.uk/jack-rodwell/profil/spieler/57079
Sunderland AFC,Jason Denayer,injury,Hamstring injury,2016-12-26,2017-01-06,12 days,https://www.transfermarkt.co.uk/jason-denayer/profil/spieler/277114
Sunderland AFC,Jason Denayer,injury,Adductor tear,2016-10-08,2016-11-04,28 days,https://www.transfermarkt.co.uk/jason-denayer/profil/spieler/277114
Sunderland AFC,Paddy McNair,injury,Cruciate ligament injury,2016-11-19,2017-11-09,356 days,https://www.transfermarkt.co.uk/paddy-mcnair/profil/spieler/167268
Sunderland AFC,Younès Kaboul,none,,,,,https://www.transfermarkt.co.uk/younes-kaboul/profil/spieler/27114
Sunderland AFC,Joleon Lescott,injury,Arthroscopy,2016-10-06,2016-12-07,63 days,https://www.transfermarkt.co.uk/joleon-lescott/profil/spieler/4241
Sunderland AFC,John O'Shea,injury,Hip problems,2016-08-21,2016-09-09,20 days,https://www.transfermarkt.co.uk/john-oshea/profil/spieler/3540
Sunderland AFC,Michael Ledger,none,,,,,https://www.transfermarkt.co.uk/michael-ledger/profil/spieler/320228
Sunderland AFC,Patrick van Aanholt,injury,Ankle injury,2017-03-06,2017-04-13,39 days,https://www.transfermarkt.co.uk/patrick-van-aanholt/profil/spieler/52119
Sunderland AFC,Bryan Oviedo,injury,Hamstring injury,2017-04-09,2017-05-13,35 days,https://www.transfermarkt.co.uk/bryan-oviedo/profil/spieler/124983
Sunderland AFC,Tommy Robson,none,,,,,https://www.transfermarkt.co.uk/tommy-robson/profil/spieler/257968
Sunderland AFC,Javier Manquillo,none,,,,,https://www.transfermarkt.co.uk/javier-manquillo/profil/spieler/162029
Sunderland AFC,Adam Matthews,none,,,,,https://www.transfermarkt.co.uk/adam-matthews/profil/spieler/108878
Sunderland AFC,Billy Jones,injury,Hamstring injury,2016-07-30,2016-09-20,53 days,https://www.transfermarkt.co.uk/billy-jones/profil/spieler/36866
Sunderland AFC,Donald Love,none,,,,,https://www.transfermarkt.co.uk/donald-love/profil/spieler/179451
Sunderland AFC,Josh Robson,none,,,,,https://www.transfermarkt.co.uk/josh-robson/profil/spieler/357958
Sunderland AFC,Didier Ndong,suspension,Called up to national team,2017-01-03,2017-01-23,21 days,https://www.transfermarkt.co.uk/didier-ndong/profil/spieler/210081
Sunderland AFC,Lee Cattermole,injury,Hip injury,2016-11-14,2017-04-01,139 days,https://www.transfermarkt.co.uk/lee-cattermole/profil/spieler/37363
Sunderland AFC,Lee Cattermole,injury,Back injury,2016-09-27,2016-11-19,54 days,https://www.transfermarkt.co.uk/lee-cattermole/profil/spieler/37363
Sunderland AFC,Lee Cattermole,injury,Inguinal hernia,2016-07-08,2016-09-16,71 days,https://www.transfermarkt.co.uk/lee-cattermole/profil/spieler/37363
Sunderland AFC,Jan Kirchhoff,injury,Tear of the lateral meniscus,2016-12-15,2017-06-01,169 days,https://www.transfermarkt.co.uk/jan-kirchhoff/profil/spieler/49734
Sunderland AFC,Jan Kirchhoff,injury,Hamstring injury,2016-10-03,2016-11-17,46 days,https://www.transfermarkt.co.uk/jan-kirchhoff/profil/spieler/49734
Sunderland AFC,Jan Kirchhoff,injury,Hamstring injury,2016-08-01,2016-09-05,36 days,https://www.transfermarkt.co.uk/jan-kirchhoff/profil/spieler/49734
Sunderland AFC,Sebastian Larsson,injury,Inner ligament injury,2016-08-11,2016-11-24,106 days,https://www.transfermarkt.co.uk/sebastian-larsson/profil/spieler/31720
Sunderland AFC,Sebastian Larsson,suspension,Red card suspension,2017-04-10,2017-04-27,18 days,https://www.transfermarkt.co.uk/sebastian-larsson/profil/spieler/31720
Sunderland AFC,Darron Gibson,injury,Groin strain,2016-08-22,2016-10-13,53 days,https://www.transfermarkt.co.uk/darron-gibson/profil/spieler/42413
Sunderland AFC,Ethan Robson,none,,,,,https://www.transfermarkt.co.uk/ethan-robson/profil/spieler/258199
Sunderland AFC,Steven Pienaar,injury,Calf strain,2017-02-11,2017-04-08,57 days,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321
Sunderland AFC,Steven Pienaar,injury,Hamstring injury,2016-09-24,2016-10-15,22 days,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321
Sunderland AFC,Steven Pienaar,suspension,Indirect card suspension,2016-11-06,2016-11-20,15 days,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321
Sunderland AFC,George Honeyman,none,,,,,https://www.transfermarkt.co.uk/george-honeyman/profil/spieler/218140
Sunderland AFC,Rees Greenwood,none,,,,,https://www.transfermarkt.co.uk/rees-greenwood/profil/spieler/320213
Sunderland AFC,Elliot Embleton,none,,,,,https://www.transfermarkt.co.uk/elliot-embleton/profil/spieler/364828
Sunderland AFC,Wahbi Khazri,suspension,Called up to national team,2017-01-03,2017-01-29,27 days,https://www.transfermarkt.co.uk/wahbi-khazri/profil/spieler/103565
Sunderland AFC,Fabio Borini,injury,Groin injury,2016-08-27,2016-12-09,105 days,https://www.transfermarkt.co.uk/fabio-borini/profil/spieler/96754
Sunderland AFC,Fabio Borini,injury,Toe injury,2016-08-18,2016-08-26,9 days,https://www.transfermarkt.co.uk/fabio-borini/profil/spieler/96754
Sunderland AFC,Jeremain Lens,injury,Torn muscle fiber,2016-11-09,2016-12-01,23 days,https://www.transfermarkt.co.uk/jeremain-lens/profil/spieler/38497
Sunderland AFC,Jeremain Lens,injury,unknown injury,2016-09-29,2016-10-21,23 days,https://www.transfermarkt.co.uk/jeremain-lens/profil/spieler/38497
Sunderland AFC,Adnan Januzaj,injury,Ankle injury,2016-09-24,2016-11-05,43 days,https://www.transfermarkt.co.uk/adnan-januzaj/profil/spieler/177847
Sunderland AFC,Duncan Watmore,injury,Knee injury,2016-12-03,2017-09-15,287 days,https://www.transfermarkt.co.uk/duncan-watmore/profil/spieler/248045
Sunderland AFC,Will Buckley,none,,,,,https://www.transfermarkt.co.uk/will-buckley/profil/spieler/77329
Sunderland AFC,Lynden Gooch,injury,Ankle injury,2016-11-28,2017-01-29,63 days,https://www.transfermarkt.co.uk/lynden-gooch/profil/spieler/307781
Sunderland AFC,Jermain Defoe,none,,,,,https://www.transfermarkt.co.uk/jermain-defoe/profil/spieler/3875
Sunderland AFC,Victor Anichebe,injury,Knee injury,2017-01-21,2017-04-04,74 days,https://www.transfermarkt.co.uk/victor-anichebe/profil/spieler/39532
Sunderland AFC,Josh Maja,none,,,,,https://www.transfermarkt.co.uk/josh-maja/profil/spieler/453824
Burnley FC,Tom Heaton,none,,,,,https://www.transfermarkt.co.uk/tom-heaton/profil/spieler/34130
Burnley FC,Nick Pope,none,,,,,https://www.transfermarkt.co.uk/nick-pope/profil/spieler/192080
Burnley FC,Paul Robinson,none,,,,,https://www.transfermarkt.co.uk/paul-robinson/profil/spieler/3630
Burnley FC,Michael Keane,none,,,,,https://www.transfermarkt.co.uk/michael-keane/profil/spieler/118534
Burnley FC,Ben Mee,none,,,,,https://www.transfermarkt.co.uk/ben-mee/profil/spieler/74810
Burnley FC,James Tarkowski,none,,,,,https://www.transfermarkt.co.uk/james-tarkowski/profil/spieler/173504
Burnley FC,Kevin Long,injury,Knee injury,2017-01-19,2017-06-01,134 days,https://www.transfermarkt.co.uk/kevin-long/profil/spieler/111114
Burnley FC,Tom Anderson,none,,,,,https://www.transfermarkt.co.uk/tom-anderson/profil/spieler/128828
Burnley FC,Stephen Ward,none,,,,,https://www.transfermarkt.co.uk/stephen-ward/profil/spieler/34691
Burnley FC,Danny Lafferty,none,,,,,https://www.transfermarkt.co.uk/danny-lafferty/profil/spieler/85928
Burnley FC,Jon Flanagan,none,,,,,https://www.transfermarkt.co.uk/jon-flanagan/profil/spieler/145922
Burnley FC,Matthew Lowton,suspension,Yellow card suspension,2016-12-19,2016-12-27,9 days,https://www.transfermarkt.co.uk/matthew-lowton/profil/spieler/102258
Burnley FC,Tendayi Darikwa,none,,,,,https://www.transfermarkt.co.uk/tendayi-darikwa/profil/spieler/158700
Burnley FC,Brad Jackson,none,,,,,https://www.transfermarkt.co.uk/brad-jackson/profil/spieler/385920
Burnley FC,Steven Defour,injury,Hamstring injury,2017-01-31,2017-03-04,33 days,https://www.transfermarkt.co.uk/steven-defour/profil/spieler/33866
Burnley FC,Ashley Westwood,none,,,,,https://www.transfermarkt.co.uk/ashley-westwood/profil/spieler/91317
Burnley FC,Aiden O'Neill,none,,,,,https://www.transfermarkt.co.uk/aiden-oneill/profil/spieler/385918
Burnley FC,Jeff Hendrick,suspension,Yellow card suspension,2016-12-27,2017-01-01,6 days,https://www.transfermarkt.co.uk/jeff-hendrick/profil/spieler/148262
Burnley FC,Scott Arfield,none,,,,,https://www.transfermarkt.co.uk/scott-arfield/profil/spieler/55291
Burnley FC,Dean Marney,injury,Cruciate ligament tear,2017-01-22,2017-12-25,338 days,https://www.transfermarkt.co.uk/dean-marney/profil/spieler/4055
Burnley FC,Dean Marney,suspension,Yellow card suspension,2017-01-01,2017-01-03,3 days,https://www.transfermarkt.co.uk/dean-marney/profil/spieler/4055
Burnley FC,Joey Barton,suspension,Suspension through sports court,2017-04-26,2018-05-31,401 days,https://www.transfermarkt.co.uk/joey-barton/profil/spieler/3292
Burnley FC,Joey Barton,suspension,special leave,2016-11-03,2016-11-10,8 days,https://www.transfermarkt.co.uk/joey-barton/profil/spieler/3292
Burnley FC,Joey Barton,suspension,Suspended,2016-09-15,2016-11-03,50 days,https://www.transfermarkt.co.uk/joey-barton/profil/spieler/3292
Burnley FC,Robbie Brady,suspension,Red card suspension,2016-12-31,2017-01-16,17 days,https://www.transfermarkt.co.uk/robbie-brady/profil/spieler/128229
Burnley FC,Fredrik Ulvestad,none,,,,,https://www.transfermarkt.co.uk/fredrik-ulvestad/profil/spieler/158022
Burnley FC,George Boyd,none,,,,,https://www.transfermarkt.co.uk/george-boyd/profil/spieler/45623
Burnley FC,Michael Kightly,none,,,,,https://www.transfermarkt.co.uk/michael-kightly/profil/spieler/25366
Burnley FC,Jóhann Berg Gudmundsson,injury,Knee injury,2017-02-18,2017-04-15,57 days,https://www.transfermarkt.co.uk/johann-berg-gudmundsson/profil/spieler/89231
Burnley FC,Andre Gray,suspension,Suspension through sports court,2016-09-23,2016-10-23,31 days,https://www.transfermarkt.co.uk/andre-gray/profil/spieler/120565
Burnley FC,Patrick Bamford,none,,,,,https://www.transfermarkt.co.uk/patrick-bamford/profil/spieler/183334
Burnley FC,Sam Vokes,none,,,,,https://www.transfermarkt.co.uk/sam-vokes/profil/spieler/48078
Burnley FC,Ashley Barnes,injury,Hamstring injury,2016-08-01,2016-11-05,97 days,https://www.transfermarkt.co.uk/ashley-barnes/profil/spieler/63200
Burnley FC,Ashley Barnes,suspension,Indirect card suspension,2017-02-26,2017-03-05,8 days,https://www.transfermarkt.co.uk/ashley-barnes/profil/spieler/63200
Burnley FC,Rouwen Hennings,none,,,,,https://www.transfermarkt.co.uk/rouwen-hennings/profil/spieler/16311
Burnley FC,Lukas Jutkiewicz,none,,,,,https://www.transfermarkt.co.uk/lukas-jutkiewicz/profil/spieler/33507
Burnley FC,Chris Long,none,,,,,https://www.transfermarkt.co.uk/chris-long/profil/spieler/183298
Burnley FC,Dan Agyei,none,,,,,https://www.transfermarkt.co.uk/dan-agyei/profil/spieler/367195
Burnley FC,Ntumba Massanka,none,,,,,https://www.transfermarkt.co.uk/ntumba-massanka/profil/spieler/385922
Crystal Palace,Steve Mandanda,injury,Knee surgery,2016-11-13,2017-04-15,154 days,https://www.transfermarkt.co.uk/steve-mandanda/profil/spieler/23951
Crystal Palace,Wayne Hennessey,none,,,,,https://www.transfermarkt.co.uk/wayne-hennessey/profil/spieler/45494
Crystal Palace,Julián Speroni,none,,,,,https://www.transfermarkt.co.uk/julian-speroni/profil/spieler/12814
Crystal Palace,Kleton Perntreou,none,,,,,https://www.transfermarkt.co.uk/kleton-perntreou/profil/spieler/295073
Crystal Palace,Mamadou Sakho,injury,Ligament injury,2017-04-26,2017-09-18,146 days,https://www.transfermarkt.co.uk/mamadou-sakho/profil/spieler/47713
Crystal Palace,Mamadou Sakho,injury,Achilles tendon problems,2016-07-12,2016-08-23,43 days,https://www.transfermarkt.co.uk/mamadou-sakho/profil/spieler/47713
Crystal Palace,James Tomkins,injury,Groin strain,2016-12-09,2016-12-31,23 days,https://www.transfermarkt.co.uk/james-tomkins/profil/spieler/61592
Crystal Palace,Scott Dann,none,,,,,https://www.transfermarkt.co.uk/scott-dann/profil/spieler/62688
Crystal Palace,Damien Delaney,suspension,Yellow card suspension,2016-12-27,2017-01-02,7 days,https://www.transfermarkt.co.uk/damien-delaney/profil/spieler/36861
Crystal Palace,Ryan Inniss,none,,,,,https://www.transfermarkt.co.uk/ryan-inniss/profil/spieler/183284
Crystal Palace,Luke Croll,none,,,,,https://www.transfermarkt.co.uk/luke-croll/profil/spieler/244309
Crystal Palace,Patrick van Aanholt,injury,Ankle injury,2017-03-06,2017-04-13,39 days,https://www.transfermarkt.co.uk/patrick-van-aanholt/profil/spieler/52119
Crystal Palace,Pape Souaré,injury,traffic accident,2016-09-11,2017-08-25,349 days,https://www.transfermarkt.co.uk/pape-souare/profil/spieler/125868
Crystal Palace,Zeki Fryers,none,,,,,https://www.transfermarkt.co.uk/zeki-fryers/profil/spieler/141655
Crystal Palace,Joel Ward,none,,,,,https://www.transfermarkt.co.uk/joel-ward/profil/spieler/92572
Crystal Palace,Martin Kelly,none,,,,,https://www.transfermarkt.co.uk/martin-kelly/profil/spieler/78959
Crystal Palace,Ben Wynter,none,,,,,https://www.transfermarkt.co.uk/ben-wynter/profil/spieler/464738
Crystal Palace,Aaron Wan-Bissaka,none,,,,,https://www.transfermarkt.co.uk/aaron-wan-bissaka/profil/spieler/477758
Crystal Palace,Mile Jedinak,none,,,,,https://www.transfermarkt.co.uk/mile-jedinak/profil/spieler/28336
Crystal Palace,Mathieu Flamini,injury,Muscle injury,2017-02-18,2017-04-05,47 days,https://www.transfermarkt.co.uk/mathieu-flamini/profil/spieler/17396
Crystal Palace,Michael Phillips,none,,,,,https://www.transfermarkt.co.uk/michael-phillips/profil/spieler/378629
Crystal Palace,Yohan Cabaye,injury,Groin injury,2016-08-31,2016-09-16,17 days,https://www.transfermarkt.co.uk/yohan-cabaye/profil/spieler/29434
Crystal Palace,Yohan Cabaye,suspension,Yellow card suspension,2016-11-27,2016-12-04,8 days,https://www.transfermarkt.co.uk/yohan-cabaye/profil/spieler/29434
Crystal Palace,James McArthur,injury,Groin problems,2016-08-30,2016-09-09,11 days,https://www.transfermarkt.co.uk/james-mcarthur/profil/spieler/41416
Crystal Palace,Jason Puncheon,none,,,,,https://www.transfermarkt.co.uk/jason-puncheon/profil/spieler/47995
Crystal Palace,Joe Ledley,none,,,,,https://www.transfermarkt.co.uk/joe-ledley/profil/spieler/34409
Crystal Palace,Jordon Mutch,none,,,,,https://www.transfermarkt.co.uk/jordon-mutch/profil/spieler/57207
Crystal Palace,Hiram Boateng,none,,,,,https://www.transfermarkt.co.uk/hiram-boateng/profil/spieler/244125
Crystal Palace,Noor Husin,none,,,,,https://www.transfermarkt.co.uk/noor-husin/profil/spieler/320220
Crystal Palace,Luke Dreher,none,,,,,https://www.transfermarkt.co.uk/luke-dreher/profil/spieler/432293
Crystal Palace,Jeffrey Schlupp,injury,Hamstring injury,2017-01-28,2017-02-04,8 days,https://www.transfermarkt.co.uk/jeffrey-schlupp/profil/spieler/157506
Crystal Palace,Jeffrey Schlupp,injury,Muscle strain,2016-08-18,2016-09-17,31 days,https://www.transfermarkt.co.uk/jeffrey-schlupp/profil/spieler/157506
Crystal Palace,Jonny Williams,injury,Shoulder injury,2016-12-21,2017-04-02,103 days,https://www.transfermarkt.co.uk/jonny-williams/profil/spieler/170322
Crystal Palace,Yannick Bolasie,injury,Cruciate ligament tear,2016-12-05,2017-12-10,371 days,https://www.transfermarkt.co.uk/yannick-bolasie/profil/spieler/75471
Crystal Palace,Wilfried Zaha,suspension,Called up to national team,2017-01-04,2017-01-25,22 days,https://www.transfermarkt.co.uk/wilfried-zaha/profil/spieler/145988
Crystal Palace,Bakary Sako,injury,Muscle injury,2016-12-09,2017-01-01,24 days,https://www.transfermarkt.co.uk/bakary-sako/profil/spieler/46791
Crystal Palace,Bakary Sako,injury,Groin strain,2016-07-20,2016-09-14,57 days,https://www.transfermarkt.co.uk/bakary-sako/profil/spieler/46791
Crystal Palace,Bakary Sako,suspension,Called up to national team,2017-01-02,2017-01-26,25 days,https://www.transfermarkt.co.uk/bakary-sako/profil/spieler/46791
Crystal Palace,Sullay Kaikai,none,,,,,https://www.transfermarkt.co.uk/sullay-kaikai/profil/spieler/244130
Crystal Palace,Keshi Anderson,none,,,,,https://www.transfermarkt.co.uk/keshi-anderson/profil/spieler/353674
Crystal Palace,Andros Townsend,none,,,,,https://www.transfermarkt.co.uk/andros-townsend/profil/spieler/61842
Crystal Palace,Chung-yong Lee,none,,,,,https://www.transfermarkt.co.uk/chung-yong-lee/profil/spieler/81801
Crystal Palace,Christian Benteke,none,,,,,https://www.transfermarkt.co.uk/christian-benteke/profil/spieler/50201
Crystal Palace,Loïc Rémy,injury,Calf strain,2016-11-17,2017-01-07,52 days,https://www.transfermarkt.co.uk/loic-remy/profil/spieler/45121
Crystal Palace,Loïc Rémy,injury,Hamstring injury,2016-09-05,2016-11-05,62 days,https://www.transfermarkt.co.uk/loic-remy/profil/spieler/45121
Crystal Palace,Connor Wickham,injury,Cruciate ligament tear,2016-11-27,2018-03-12,471 days,https://www.transfermarkt.co.uk/connor-wickham/profil/spieler/95435
Crystal Palace,Fraizer Campbell,injury,Hamstring injury,2017-03-22,2017-04-14,24 days,https://www.transfermarkt.co.uk/fraizer-campbell/profil/spieler/42411
Crystal Palace,Fraizer Campbell,injury,Hamstring injury,2016-07-27,2016-09-19,55 days,https://www.transfermarkt.co.uk/fraizer-campbell/profil/spieler/42411
Crystal Palace,Jonathan Benteke,injury,Knee injury,2016-09-29,2017-01-29,123 days,https://www.transfermarkt.co.uk/jonathan-benteke/profil/spieler/273773
Crystal Palace,Kwesi Appiah,injury,Cruciate ligament tear,2015-06-04,2016-10-12,497 days,https://www.transfermarkt.co.uk/kwesi-appiah/profil/spieler/121223
Crystal Palace,Freddie Ladapo,none,,,,,https://www.transfermarkt.co.uk/freddie-ladapo/profil/spieler/233998
Watford FC,Costel Pantilimon,injury,Foot injury,2017-01-29,2017-02-25,28 days,https://www.transfermarkt.co.uk/costel-pantilimon/profil/spieler/47659
Watford FC,Heurelho Gomes,none,,,,,https://www.transfermarkt.co.uk/heurelho-gomes/profil/spieler/19059
Watford FC,Giedrius Arlauskis,suspension,No eligibility,2016-09-01,2017-01-30,152 days,https://www.transfermarkt.co.uk/giedrius-arlauskis/profil/spieler/69001
Watford FC,Rene Gilmartin,none,,,,,https://www.transfermarkt.co.uk/rene-gilmartin/profil/spieler/66518
Watford FC,Christian Kabasele,injury,Hip injury,2017-02-28,2017-04-07,39 days,https://www.transfermarkt.co.uk/christian-kabasele/profil/spieler/81512
Watford FC,Christian Kabasele,injury,Hamstring injury,2017-01-21,2017-02-04,15 days,https://www.transfermarkt.co.uk/christian-kabasele/profil/spieler/81512
Watford FC,Sebastian Prödl,none,,,,,https://www.transfermarkt.co.uk/sebastian-prodl/profil/spieler/37981
Watford FC,Craig Cathcart,injury,Inguinal hernia,2016-09-26,2016-12-17,83 days,https://www.transfermarkt.co.uk/craig-cathcart/profil/spieler/59606
Watford FC,Miguel Britos,injury,Knock,2017-05-02,2017-05-23,22 days,https://www.transfermarkt.co.uk/miguel-britos/profil/spieler/76799
Watford FC,Miguel Britos,suspension,Indirect card suspension,2017-04-05,2017-04-16,12 days,https://www.transfermarkt.co.uk/miguel-britos/profil/spieler/76799
Watford FC,Miguel Britos,suspension,Yellow card suspension,2016-12-27,2017-01-02,7 days,https://www.transfermarkt.co.uk/miguel-britos/profil/spieler/76799
Watford FC,Miguel Britos,suspension,Indirect card suspension,2016-11-28,2016-12-04,7 days,https://www.transfermarkt.co.uk/miguel-britos/profil/spieler/76799
Watford FC,Younès Kaboul,none,,,,,https://www.transfermarkt.co.uk/younes-kaboul/profil/spieler/27114
Watford FC,Adrian Mariappa,injury,Knee injury,2016-12-01,2017-01-22,53 days,https://www.transfermarkt.co.uk/adrian-mariappa/profil/spieler/38145
Watford FC,Tommie Hoban,injury,Shoulder injury,2016-11-01,2017-03-01,121 days,https://www.transfermarkt.co.uk/tommie-hoban/profil/spieler/183161
